Utilization,InferabilityRate,TaskCount
0.135579412,0.372897973,9
0.065903845,0.488765608,9
0.151433051,0.768552024,9
0.061874859,0.375347431,9
0.084713598,0.703698396,9
0.065888049,0,9
0.03064988,0.376569431,9
0.134064346,0.37676681,9
0.056565821,0.377156448,9
0.044537417,0.577817794,9
0.037391548,0.657580749,9
0.042669166,0.379865791,9
0.131344932,0.382854593,9
0.158172237,0.382907136,9
0.090751456,0.869023196,9
0.060226927,0,9
0.15993038,0.384411428,9
0.06430581,0.384526216,9
0.137907543,0.384636288,9
0.155504668,0.38489105,9
0.171341403,0.318724724,9
0.096570556,0.385517613,9
0.075413659,0.385571571,9
0.09117038,0.385572506,9
0.05989085,0.385677326,9
0.038065766,0.387575916,9
0.125362046,0.387599421,9
0.125197204,0.389337654,9
0.026972968,0,9
0.042548733,0.390389094,9
0.149543762,0.390484699,9
0.106264825,0.391508386,9
0.160648801,0.391820698,9
0.102317574,0.391824309,9
0.1544199,0.391827739,9
0.063769346,0,9
0.142188065,0.738631949,9
0.080446929,0.392735493,9
0.095344718,0.941051328,9
0.060915779,0.339481368,9
0.114454279,0.393550916,9
0.089177982,0.876444018,9
0.096552763,0.394765527,9
0.082760057,0.394955607,9
0.048166275,0,9
0.02754041,0.395156373,9
0.100015277,0.395461671,9
0.068471373,0.396604205,9
0.115438353,0.396763045,9
0.179331136,0,9
0.147172164,0.39762985,9
0.021867587,0.397979173,9
0.096082818,0.398098845,9
0.112482561,0.398525843,9
0.153221429,0.399296277,9
0.033782193,0,9
0.043636639,0.368345195,9
0.127396015,0.400579199,9
0.113363389,0.401027677,9
0.146837174,0.627755659,9
0.027384664,0.169989978,9
0.033801329,0,9
0.111377484,0.402833625,9
0.070436179,0.403215966,9
0.025061203,0.403372155,9
0.161738929,0,9
0.100997879,0.404395698,9
0.148329456,0.404644527,9
0.070700697,0.404777516,9
0.179281226,0.404961765,9
0.139093123,0.405040884,9
0.255560077,0.4138528,9
0.311515535,0.766584428,9
0.274305409,0.619776601,9
0.237988224,0,9
0.227810417,0.414734324,9
0.306395829,0.415043005,9
0.311615867,0,9
0.324342224,0.783529838,9
0.340646154,0.416269701,9
0.369162137,0.416390468,9
0.348637632,0.416773345,9
0.346088861,0.416917695,9
0.282125141,0.417415702,9
0.360408603,0.418089321,9
0.295784772,0.418837064,9
0.338941908,0.419278189,9
0.321607316,0.420211135,9
0.288921768,0,9
0.378758129,0.420613859,9
0.262351055,0.420624164,9
0.330918206,0.420825908,9
0.359930674,0.420974582,9
0.273596704,0.421290102,9
0.360152089,0,9
0.245203679,0.421893331,9
0.247343937,0.359162696,9
0.370805258,0.422414169,9
0.273610383,0.422998187,9
0.284520491,0.423275114,9
0.285873166,0.400706222,9
0.271725348,0.424624619,9
0.29374957,0.424904474,9
0.307680931,0.425091993,9
0.244450666,0.425285151,9
0.230893357,0.425319166,9
0.321261652,0.34606453,9
0.27681447,0.425586274,9
0.22717542,0.425785277,9
0.343878345,0.42678594,9
0.328103374,0.426974231,9
0.310135004,0.427577856,9
0.345911119,0.427650516,9
0.299517568,0.427723028,9
0.276733826,0.428162116,9
0.313736231,0.428472256,9
0.2237507,0.428629626,9
0.34504759,0.428762127,9
0.298756886,0.428957069,9
0.257238551,0.137072404,9
0.359527119,0.42948585,9
0.317334965,0.429572485,9
0.25855302,0.429652515,9
0.279637795,0.43093403,9
0.370150687,0.431200974,9
0.261975684,0.431604651,9
0.273567609,0.431919523,9
0.252761995,0.431928307,9
0.319471105,0.433071953,9
0.346918765,0.433107106,9
0.271446959,0.433473417,9
0.272651568,0.596158664,9
0.328546687,0.433728792,9
0.220446069,0.091400175,9
0.229897186,0.434846333,9
0.253728436,0.434997434,9
0.338409616,0.435089743,9
0.264524278,0.435177403,9
0.326945984,0.435542068,9
0.303201162,0.435562571,9
0.235238696,0.436429661,9
0.367513505,0.436514062,9
0.312592457,0.43677611,9
0.262197221,0.43771061,9
0.341219838,0.438015267,9
0.281086191,0,9
0.292062599,0.43894716,9
0.31218383,0.439189624,9
0.299876751,0.688936207,9
0.323004474,0.938829664,9
0.373648457,0.441152432,9
0.313959331,0.44183404,9
0.337499137,0.442344642,9
0.345524539,0.93965157,9
0.271902358,0.442787747,9
0.360431424,0.443020941,9
0.332870337,0.443139105,9
0.300419079,0.918423743,9
0.270822961,0.443249672,9
0.292554393,0.443325192,9
0.33759947,0.443413635,9
0.225079303,0,9
0.370882259,0.444366707,9
0.33967287,0.44555689,9
0.311438411,0.445592492,9
0.36965052,0.445680444,9
0.283749295,0,9
0.220827825,0.446181308,9
0.272472225,0.446531487,9
0.32136035,0.446553201,9
0.221283379,0.442684015,9
0.578021246,0,9
0.574966823,0.417150091,9
0.510372405,0.417442382,9
0.505001374,0.418479765,9
0.483481307,0.419458359,9
0.487224566,0.419867765,9
0.423814842,0.419980739,9
0.572450544,0.420405935,9
0.529263286,0.422700081,9
0.45549582,0.423797149,9
0.47473818,0.424751854,9
0.518009294,0,9
0.433475646,0.694622341,9
0.530846762,0.425684676,9
0.495008363,0.425726046,9
0.484552792,0.426458859,9
0.490511272,0.429061752,9
0.57251767,0.42912433,9
0.426606538,0.430293978,9
0.573932642,0.433721099,9
0.514026442,0.433841026,9
0.460912546,0.435049029,9
0.522297173,0,9
0.460018147,0.437118706,9
0.553696468,0.438141354,9
0.510828268,0.439606408,9
0.542866538,0,9
0.451112053,0.440111326,9
0.520381838,0.440659958,9
0.565335223,0.441446209,9
0.450599649,0.441712066,9
0.450982698,0,9
0.530868615,0.132884808,9
0.436914832,0.444070982,9
0.529246245,0.446337143,9
0.484043542,0.449972001,9
0.427104183,0.291806764,9
0.522615002,0.450223966,9
0.504652721,0.451143689,9
0.560895493,0.158909623,9
0.523006477,0.452443086,9
0.429782163,0,9
0.533250359,0.453964726,9
0.480755223,0.454197905,9
0.437206906,0.454885572,9
0.490144034,0.783375606,9
0.571851537,0.456224451,9
0.490803933,0.456300291,9
0.43689479,0.109599773,9
0.487157071,0.937271024,9
0.4297972,0.458189928,9
0.495991386,0.459221323,9
0.484039536,0.441841228,9
0.463519411,0.462173575,9
0.554351853,0.463122193,9
0.442848266,0.747324376,9
0.490327639,0.372359462,9
0.421850337,0.466008058,9
0.526988176,0.466628461,9
0.575287951,0.467964876,9
0.511212718,0.468538277,9
0.446927791,0,9
0.545701147,0.109994838,9
0.479294309,0,9
0.507912613,0.470867072,9
0.52509544,0.472836769,9
0.462081575,0.473519866,9
0.468863329,0.474327509,9
0.550248896,0,9
0.563569789,0,9
0.490582498,0,9
0.556896251,0.477221207,9
0.572179682,0,9
0.467906464,0.479072878,9
0.492274298,0.479440759,9
0.457584755,0.480408015,9
0.474704786,0.316305391,9
0.494737822,0.482061141,9
0.53190195,0.176823375,9
0.440517011,0.486095733,9
0.53148633,0.337931066,9
0.51910368,0.487054082,9
0.571925223,0.487137757,9
0.438776131,0.487685566,9
0.525793272,0.489240921,9
0.516879678,0.48975514,9
0.510826912,0.490332803,9
0.545791342,0.880343247,9
0.448887023,0.490598211,9
0.515347565,0.491681581,9
0.562288903,0.492056922,9
0.475971472,0.492077705,9
0.531305752,0.492282034,9
0.48455136,0.492766972,9
0.560956811,0.492932176,9
0.45417916,0.492983779,9
0.530027223,0.493447453,9
0.449450198,0.494943858,9
0.561803928,0,9
0.567558591,0,9
0.7065571,0.473663129,9
0.683176726,0.471759949,9
0.734815082,0.471595439,9
0.720095006,0.469938502,9
0.627031276,0.469905869,9
0.665534569,0.46966875,9
0.719477621,0.108608737,9
0.778959204,0.467538309,9
0.686556905,0.467293346,9
0.692813793,0.466949452,9
0.760400646,0.464468298,9
0.644119441,0.463740029,9
0.778310753,0.821675122,9
0.768242762,0.461560666,9
0.692304632,0.461013611,9
0.674345195,0.460954201,9
0.772380173,0,9
0.721329881,0.458815568,9
0.77181291,0.457258297,9
0.717431676,0.455811214,9
0.760223906,0.157005675,9
0.705105871,0,9
0.686255272,0.386313492,9
0.778307709,0.452900221,9
0.636909555,0.244527732,9
0.689507956,0.450463579,9
0.635779733,0.449486459,9
0.680751971,0.447817322,9
0.663212305,0.447593753,9
0.657354411,0.446513154,9
0.742449169,0,9
0.665080721,0.443242385,9
0.760534933,0.440946165,9
0.650935624,0.439920914,9
0.681610877,0.439638492,9
0.665064058,0.428985289,9
0.676474793,0.438563976,9
0.621334801,0.438472963,9
0.700087694,0.433183052,9
0.743567323,0.431699092,9
0.698828258,0.430730391,9
0.72752678,0.429157247,9
0.669731364,0.428401988,9
0.709659454,0.192332503,9
0.732144682,0.42505029,9
0.771005961,0.424214571,9
0.664804346,0.118850586,9
0.769074616,0.423549001,9
0.626506798,0.422224125,9
0.754407107,0.421743725,9
0.62347202,0.604662417,9
0.72394241,0.420571576,9
0.672310783,0.420436047,9
0.727116713,0.55377777,9
0.692387503,0.419779817,9
0.622090306,0.418135495,9
0.621102033,0.417935319,9
0.740305246,0.415637486,9
0.708085545,0.414930822,9
0.776175524,0,9
0.661257264,0,9
0.715636481,0.410803848,9
0.772078125,0,9
0.728906841,0.408309757,9
0.620397006,0,9
0.680283428,0.447957447,9
0.662297785,0.406499125,9
0.631336698,0.456959201,9
0.716259456,0.403800685,9
0.659897744,0.676985005,9
0.716124972,0.400956653,9
0.665240353,0.399153333,9
0.649786259,0.398889717,9
0.747893759,0.397938528,9
0.623123708,0,9
0.745895079,0.395726716,9
0.706427707,0.394747104,9
0.759914209,0.394623931,9
0.62722653,0.392566939,9
0.72653594,0.390975255,9
0.75285473,0.390454055,9
0.722918884,0.389828789,9
0.640539835,0.082477201,9
0.682609365,0.388491938,9
0.753570238,0.388277072,9
0.649371255,0.387917539,9
0.637913998,0.386572677,9
0.664883474,0.386456916,9
0.693217358,0.386237933,9
0.739596719,0.385789593,9
0.764090906,0.384818036,9
0.679380466,0.384783303,9
0.689919411,0.384679402,9
0.735384469,0,9
0.746673224,0.383491084,9
0.625843351,0.526430948,9
0.640760654,0.380773552,9
0.640668795,0.3799499,9
0.748559478,0.379896189,9
0.649713958,0.379787746,9
0.850367822,0.413804362,9
0.831183616,0.413733748,9
0.96745065,0.412240725,9
0.974122662,0.412080146,9
0.975899813,0.937840416,9
0.910823272,0.410929329,9
0.965309506,0.410741701,9
0.869767749,0.410287676,9
0.846101465,0.210002392,9
0.931313205,0.410147598,9
0.968646264,0.343084577,9
0.911449616,0,9
0.86959346,0,9
0.935432892,0.408904836,9
0.960891061,0.463414664,9
0.832437161,0.408114289,9
0.84838007,0.262900074,9
0.962188733,0.407812929,9
0.839708799,0.702716041,9
0.849370733,0.406379868,9
0.867852072,0.406194999,9
0.975285756,0.404959044,9
0.94065584,0.397219306,9
0.918760039,0.403518018,9
0.892865144,0.401766336,9
0.897809533,0.401596222,9
0.869832606,0.400762777,9
0.969296968,0.399456324,9
0.825667382,0.399455205,9
0.947357431,0,9
0.944049082,0.39895164,9
0.869600515,0.398668912,9
0.932145608,0.398361021,9
0.97124074,0.555335509,9
0.904301838,0.943205273,9
0.969027331,0.396531122,9
0.950851332,0.396468914,9
0.881183423,0.396280476,9
0.966198719,0.395193847,9
0.882620846,0.3943805,9
0.906307879,0.394114997,9
0.949648292,0.393273827,9
0.925523054,0,9
0.906702837,0.393070925,9
0.902798016,0.392933608,9
0.888918196,0.392600957,9
0.860016233,0.392313443,9
0.93095288,0.5142474,9
0.82884557,0.391481282,9
0.869512502,0.390912409,9
0.961277019,0.390763737,9
0.885359743,0.390741136,9
0.9336181,0.387628066,9
0.912768633,0.466033037,9
0.979620759,0.385659696,9
0.873051151,0.362960372,9
0.91121403,0.383914407,9
0.838634098,0.383292274,9
0.917899113,0.494290248,9
0.832524614,0.38238895,9
0.927106334,0.381443087,9
0.839457989,0.381426876,9
0.841363841,0.381003001,9
0.933134708,0.380719541,9
0.881555427,0.380474791,9
0.828507239,0.38037422,9
0.829155497,0.377091508,9
0.860939455,0.37705081,9
0.83381961,0.376826008,9
0.836718741,0.376795871,9
0.873623861,0.376763683,9
0.881745009,0.376366797,9
0.832618693,0.375563791,9
0.919223533,0.375500886,9
0.866851599,0.374736395,9
0.861761679,0.37359705,9
0.974747663,0.372789693,9
0.914826783,0.372423445,9
0.872073134,0.371905887,9
0.973993262,0.371404462,9
0.925899994,0.370541992,9
0.838126249,0.370102398,9
0.947077216,0.368996701,9
0.905629474,0.368381252,9
0.894002747,0.367442211,9
0.908980738,0.367435272,9
0.844834925,0.366780494,9
0.865856386,0.365952791,9
0.869722507,0.321495091,9
0.969529904,0.365146249,9
0.967466909,0.364642874,9
0.946396209,0,9
0.881655637,0.363678151,9
0.954774067,0.363597342,9
0.958298949,0.363422548,9
0.87063846,0.363358315,9
0.932201351,0.937679536,9
0.972868856,0.671487797,9
0.933014948,0.359016045,9
0.871970126,0.356784211,9
0.159807717,0.342996643,11
0.067783326,0.343503708,11
0.059871775,0,11
0.147574106,0.343869791,11
0.175597017,0.344615534,11
0.154507287,0.344975547,11
0.052464211,0.345122389,11
0.162671735,0.345981145,11
0.161908254,0.347046645,11
0.128928523,0.347146397,11
0.08407384,0.5481028,11
0.02727617,0.347479317,11
0.04228577,0.672238376,11
0.101654578,0.347590135,11
0.167736744,0.349012117,11
0.175235498,0.922956371,11
0.053860073,0.350412473,11
0.064290192,0.350924316,11
0.064631093,0.748247619,11
0.101487671,0.351747476,11
0.060413679,0.352714255,11
0.168630811,0.352832485,11
0.099069093,0.353018889,11
0.162768898,0.354170812,11
0.031989625,0.354641813,11
0.069321679,0.354757284,11
0.156649255,0.185194042,11
0.168709394,0.356793401,11
0.133284591,0.357115306,11
0.070473432,0.357216212,11
0.077670086,0.357336276,11
0.113118021,0.357423267,11
0.135052854,0.357632553,11
0.074769518,0.357692376,11
0.073619113,0.094251705,11
0.116040762,0.358549178,11
0.13052194,0.441658864,11
0.05194276,0.358725031,11
0.065924711,0.358778727,11
0.138065339,0.358785851,11
0.052045162,0.35898384,11
0.084214918,0.359124158,11
0.174730795,0.359169214,11
0.099178112,0.359426817,11
0.056017511,0.360810762,11
0.06147103,0.685971215,11
0.088706053,0.361496239,11
0.066366796,0,11
0.093802735,0.361980332,11
0.177663564,0.362427153,11
0.087027464,0.362542323,11
0.056328737,0,11
0.114892467,0.238354664,11
0.051858192,0.363699347,11
0.148769595,0.509593107,11
0.035456129,0.363803904,11
0.139857799,0,11
0.095223,0.364264968,11
0.067972972,0.364856984,11
0.117783196,0.365128835,11
0.125060327,0.110358064,11
0.042859747,0.365934473,11
0.080327522,0.36624468,11
0.048362483,0.366485912,11
0.02615896,0.366818249,11
0.073321628,0.606365936,11
0.131315333,0.367405231,11
0.140109199,0,11
0.164720904,0.368832118,11
0.038948889,0.715907256,11
0.097487629,0.369618652,11
0.02098184,0.791914906,11
0.138136842,0.372430024,11
0.034820655,0.372850996,11
0.133535869,0.372917552,11
0.092715384,0.373079805,11
0.122392923,0.373217901,11
0.092666859,0.373859778,11
0.040352464,0.374136397,11
0.163190651,0.374824389,11
0.132728179,0.375235402,11
0.023774152,0.17113725,11
0.104229052,0,11
0.165507752,0,11
0.087120039,0.376942121,11
0.152075989,0.37712656,11
0.171933592,0,11
0.133360394,0.377747807,11
0.034225472,0.378616424,11
0.052526627,0.122500616,11
0.093235651,0.379055906,11
0.172311809,0.379213008,11
0.116285059,0.379233448,11
0.030049705,0.379689591,11
0.082258314,0.380069081,11
0.140450217,0.380145537,11
0.163681889,0.380358623,11
0.112460286,0.381038277,11
0.100340449,0.381305251,11
0.063119713,0.38165797,11
0.36701567,0,11
0.340775106,0.378032784,11
0.377395904,0.378086748,11
0.27611033,0.378922772,11
0.365456524,0.379017985,11
0.226919232,0.379079504,11
0.376116469,0.380456072,11
0.326970995,0,11
0.280108507,0.381385271,11
0.288305929,0.381522951,11
0.252073252,0.381563953,11
0.305021614,0.381787311,11
0.365480976,0.381814035,11
0.227585972,0.382222389,11
0.306416422,0,11
0.278204392,0.382772882,11
0.325091822,0.382871007,11
0.322178825,0.383247418,11
0.24798203,0.383503638,11
0.308821501,0.383721103,11
0.263020922,0.38384186,11
0.263551973,0.384100014,11
0.242401257,0.385183198,11
0.275856249,0.716533552,11
0.344682731,0.386458398,11
0.303248557,0.388249224,11
0.355661934,0.388469458,11
0.25378713,0.389110063,11
0.283880359,0.389735077,11
0.268375076,0.390000073,11
0.23718454,0.390663818,11
0.248160227,0.390883477,11
0.276577655,0.142364907,11
0.372505657,0.393428575,11
0.302320598,0.395183995,11
0.358019316,0.205865775,11
0.234727898,0.395702276,11
0.295285784,0.395717684,11
0.367221556,0.233854576,11
0.37986784,0.395882752,11
0.342185451,0.39590308,11
0.319473153,0,11
0.267701794,0.396693656,11
0.272096274,0.397623827,11
0.369273052,0.927407588,11
0.363676508,0.373708124,11
0.334800022,0.398782838,11
0.269073416,0.399249462,11
0.289151034,0.400804745,11
0.266967743,0.401356444,11
0.303507252,0.401594426,11
0.310692589,0.401836322,11
0.358201397,0.402071844,11
0.286248105,0.402201624,11
0.240011938,0.402690855,11
0.253389154,0.402838287,11
0.292953343,0.402955993,11
0.270731073,0.403074134,11
0.296839654,0.403894503,11
0.230648968,0.404013608,11
0.220774155,0.40412707,11
0.277632149,0.405962442,11
0.341836552,0.406826887,11
0.374029183,0.821854077,11
0.340125289,0.407312757,11
0.2696077,0,11
0.288698343,0.304488825,11
0.330419232,0.408382472,11
0.358584269,0.409215014,11
0.231630036,0.409306827,11
0.348715847,0,11
0.340427391,0.344401883,11
0.367683185,0.410710069,11
0.349506294,0.411172819,11
0.331712148,0.412343839,11
0.227306404,0.412428087,11
0.366387686,0.413594006,11
0.35750345,0.414014416,11
0.334451009,0.414021593,11
0.238381287,0.067218108,11
0.299215281,0.414162425,11
0.377392183,0.414323295,11
0.29219075,0.415524067,11
0.276967899,0.415950097,11
0.301880329,0.428729524,11
0.368165627,0.418695756,11
0.36597148,0.419109325,11
0.325864444,0.566996749,11
0.33071233,0.419221601,11
0.231680626,0.419531818,11
0.369777001,0.499567069,11
0.364281974,0,11
0.287909249,0.421495975,11
0.346495567,0.774946976,11
0.251043611,0,11
0.359939334,0.424419338,11
0.320208593,0.526171374,11
0.304472858,0.424595868,11
0.344012329,0.425572676,11
0.265271796,0.425628312,11
0.446721567,0.546264608,11
0.576354848,0.403277907,11
0.527260582,0.431141992,11
0.565374087,0.141966331,11
0.436067649,0.393481926,11
0.540062574,0.424837161,11
0.523434281,0,11
0.546591157,0.443413163,11
0.444266009,0.438678941,11
0.469775522,0.392169228,11
0.424200497,0,11
0.463238046,0.403117528,11
0.434865047,0.195473182,11
0.446894992,0.389452752,11
0.520791175,0.884950474,11
0.501642067,0.401758875,11
0.57930706,0.430999412,11
0.503908613,0.408149854,11
0.507295214,0.432532396,11
0.449870904,0.389743396,11
0.420435338,0.427266848,11
0.573861369,0.426180989,11
0.436765984,0.443345648,11
0.57386093,0.414883247,11
0.430561396,0.407062058,11
0.501961706,0,11
0.478461684,0.426766916,11
0.558291125,0.420451271,11
0.47220205,0.911169883,11
0.42556993,0.406835071,11
0.449715973,0.411012068,11
0.442223938,0.433622917,11
0.515477352,0,11
0.434789141,0.38983573,11
0.450900964,0.421630796,11
0.468177827,0.405391976,11
0.488948582,0.398494159,11
0.44334254,0.409725505,11
0.460210821,0.438512784,11
0.505810244,0.434974489,11
0.515298758,0.417151114,11
0.521450191,0.404145943,11
0.462989023,0.396502757,11
0.456842733,0.394668636,11
0.439991401,0.426175838,11
0.480871311,0.406529142,11
0.422871915,0,11
0.560948284,0.408411208,11
0.503524772,0.435204963,11
0.529370772,0.236185541,11
0.452487361,0.442405779,11
0.46874374,0.394842698,11
0.496838538,0,11
0.562870012,0.392168647,11
0.514628569,0.407712084,11
0.488680703,0.394089511,11
0.54942488,0.633807432,11
0.566218256,0.423434492,11
0.443890823,0.445477114,11
0.444157673,0.401065424,11
0.536046161,0,11
0.498864327,0.439267014,11
0.463218607,0,11
0.516718774,0,11
0.427506576,0.441620441,11
0.508136213,0.417479179,11
0.4951431,0.404238362,11
0.549422898,0.414350693,11
0.547591775,0.441860337,11
0.504593676,0.445038464,11
0.450082701,0,11
0.452776437,0.82969767,11
0.438750554,0.780735286,11
0.541774492,0.405192544,11
0.547957885,0.390136886,11
0.537122812,0.410595098,11
0.548088898,0.410080321,11
0.53637285,0.143311031,11
0.486184407,0.40935077,11
0.486436154,0.39841707,11
0.428438084,0.488793148,11
0.498020421,0.444233335,11
0.542949123,0.407800718,11
0.562837158,0.420977839,11
0.459232265,0.435309544,11
0.446801076,0.265973113,11
0.517451523,0.422809171,11
0.515969724,0.413743689,11
0.489769345,0.398836561,11
0.424639081,0.411868419,11
0.456981228,0.423371321,11
0.501401949,0.419275365,11
0.424316003,0.388680592,11
0.534749797,0,11
0.574434656,0.429727131,11
0.558756101,0.395028849,11
0.503049174,0.438511426,11
0.476812567,0.403090268,11
0.495274105,0,11
0.424950668,0.389215663,11
0.723760436,0.425631353,11
0.740140494,0,11
0.716212168,0.556428263,11
0.698427388,0.422211133,11
0.651976055,0,11
0.644563598,0.420920796,11
0.682662706,0.420713502,11
0.672964102,0.815666931,11
0.648423486,0.419188765,11
0.647508854,0.419103505,11
0.734263936,0.418802796,11
0.739084781,0.418455711,11
0.684293339,0.417910356,11
0.664019554,0.417646284,11
0.726746474,0,11
0.661704819,0.417090114,11
0.637600398,0.416757852,11
0.643235137,0,11
0.654839355,0.415696345,11
0.74641477,0.415488933,11
0.710709715,0,11
0.669294606,0.414697937,11
0.769874281,0.413865579,11
0.736765013,0.413769012,11
0.641229289,0.413729553,11
0.771414457,0.702437988,11
0.713396824,0.412672794,11
0.62531039,0.411562487,11
0.639055828,0.411474697,11
0.737636481,0.411308567,11
0.750539328,0,11
0.654205337,0,11
0.677343277,0.409950236,11
0.763199098,0.409923817,11
0.732861574,0.408654826,11
0.694270278,0.408648396,11
0.707527547,0.408309689,11
0.708656867,0.408146758,11
0.667297522,0.407484147,11
0.626225284,0,11
0.75636319,0,11
0.724907146,0.405458508,11
0.681988436,0,11
0.664423524,0.770565054,11
0.707547887,0.404387649,11
0.71368701,0.403939985,11
0.740267747,0.403826065,11
0.672767463,0.402970283,11
0.721849141,0.402404778,11
0.733008725,0.401004425,11
0.649570436,0.400265754,11
0.680819035,0.399688288,11
0.672390198,0.827620049,11
0.76857549,0.398440232,11
0.772236244,0.397768732,11
0.659875241,0.497489217,11
0.700066197,0.396259633,11
0.71663448,0.395897991,11
0.716014378,0.394889719,11
0.755065209,0.394612871,11
0.768347383,0.5510298,11
0.664296259,0,11
0.715829725,0.391709579,11
0.756726456,0.127309641,11
0.666418717,0.388493988,11
0.650209569,0.388119498,11
0.657483268,0.387988239,11
0.714108322,0.379323903,11
0.699509371,0.387297731,11
0.695196817,0.387146272,11
0.670448933,0.385749157,11
0.632698924,0.248480816,11
0.675855238,0.38507491,11
0.706400654,0.38474262,11
0.67710326,0.384651391,11
0.648804066,0.86057636,11
0.712228886,0,11
0.724886335,0,11
0.651625902,0.383551228,11
0.688488631,0.380391556,11
0.758781965,0.380253767,11
0.778563795,0.380186632,11
0.701971729,0.378956301,11
0.692918148,0.636537754,11
0.641676155,0.377813461,11
0.762163247,0.377802378,11
0.71193322,0.375750773,11
0.72981945,0.671732854,11
0.650747693,0.373623781,11
0.701787723,0.372749041,11
0.76203783,0.372686477,11
0.648917896,0.372259249,11
0.690332974,0.372175131,11
0.676991024,0.37211903,11
0.742358908,0.371626011,11
0.635119643,0.371351706,11
0.669529798,0.371137728,11
0.715774079,0.369713024,11
0.692553994,0.368244995,11
0.739932159,0.670404427,11
0.838500432,0.366189703,11
0.97252497,0.366131844,11
0.968418145,0.365886069,11
0.955225848,0.36536191,11
0.939935189,0,11
0.953147484,0.363358418,11
0.862319439,0.363045062,11
0.956454587,0.314759606,11
0.902630968,0.360896212,11
0.975933522,0.360499143,11
0.829928138,0.083537268,11
0.977260825,0.359462379,11
0.863867402,0.35893959,11
0.927621575,0.358650945,11
0.856713425,0.35813565,11
0.840307794,0.435078006,11
0.971599127,0.357631719,11
0.927814949,0.356953525,11
0.829036999,0.356676801,11
0.855900799,0.356349916,11
0.925988635,0.355318628,11
0.901174053,0,11
0.962980208,0.354780647,11
0.935668325,0.354628962,11
0.939159651,0.35391912,11
0.865962778,0.353623268,11
0.917828029,0.353601117,11
0.944550141,0.351862321,11
0.898683753,0.351039466,11
0.892953665,0,11
0.925270466,0.328271497,11
0.91112206,0.349648369,11
0.905417328,0.349430137,11
0.935865018,0.349000502,11
0.908997246,0.347885088,11
0.958246376,0.347518354,11
0.925513533,0.087887708,11
0.866229707,0.34633471,11
0.92781644,0.345921063,11
0.826139911,0.345834012,11
0.902529968,0.34563022,11
0.952018668,0,11
0.928795089,0.344086395,11
0.973813182,0.344057674,11
0.898766881,0.343599515,11
0.95020807,0.343244597,11
0.912233179,0.329478875,11
0.972277853,0.341825607,11
0.883436294,0.791207199,11
0.928111721,0,11
0.942229739,0.339543285,11
0.852131538,0.338393579,11
0.875706798,0.337257566,11
0.958198965,0.336095718,11
0.831796024,0.335918159,11
0.881608483,0.334986232,11
0.842669369,0.334331238,11
0.836912705,0.904636904,11
0.926568008,0.331793779,11
0.930810848,0.331144068,11
0.860757241,0.329219351,11
0.87659987,0.328614876,11
0.901579689,0.326689795,11
0.896710831,0,11
0.831368314,0.228038325,11
0.861334306,0,11
0.910416135,0,11
0.912706991,0,11
0.86350111,0.32461034,11
0.842168079,0.32409384,11
0.910848734,0.322655706,11
0.949010352,0.322565118,11
0.829281594,0.322440618,11
0.856639469,0.321872994,11
0.901060451,0.32100611,11
0.89749489,0.636516351,11
0.967566933,0.193522565,11
0.823730849,0.320163455,11
0.972363758,0.320158663,11
0.871801167,0.319449476,11
0.85977704,0.316674409,11
0.871982421,0.31601464,11
0.889803194,0.315337387,11
0.85746066,0.073905539,11
0.889324976,0.313634133,11
0.922486563,0.312771616,11
0.860037077,0.312430174,11
0.918287904,0.312181179,11
0.848614717,0.134233743,11
0.97287241,0.311240125,11
0.946757575,0.311224451,11
0.827028136,0,11
0.93844441,0,11
0.891956295,0.158342931,11
0.824275018,0.309863036,11
0.842623382,0.309777685,11
0.827705559,0.309010379,11
0.868963816,0.308570941,11
0.828632659,0.308534608,11
0.874531884,0.308366537,11
0.050684345,0.694839252,13
0.073863301,0,13
0.158211374,0.926353391,13
0.170810213,0.316359084,13
0.129607114,0.316554129,13
0.096068277,0.31690911,13
0.166484899,0.443452007,13
0.099539277,0.317017813,13
0.178964004,0.317077026,13
0.05994362,0.317350119,13
0.049679612,0.317711081,13
0.155297891,0.318124314,13
0.088972877,0,13
0.098300313,0.318977671,13
0.129259918,0.319063115,13
0.104467684,0.319301296,13
0.063287551,0.319301526,13
0.165722483,0.320650926,13
0.172366057,0.32075833,13
0.091084567,0.321273193,13
0.055646731,0.322926441,13
0.093938415,0.323132098,13
0.088085792,0.32317212,13
0.071842621,0.458244943,13
0.07574806,0.324100208,13
0.117822092,0.556580994,13
0.159464362,0.324320663,13
0.077670115,0.324683493,13
0.116230738,0.325315089,13
0.175058762,0.32532871,13
0.043548311,0,13
0.092574315,0.325860282,13
0.135491353,0.326008785,13
0.16830275,0.328822211,13
0.155821509,0.329277981,13
0.076499288,0.330235428,13
0.17488916,0.331796717,13
0.087051755,0.332987646,13
0.058643795,0.333581061,13
0.059124753,0.333614058,13
0.068374613,0.334207537,13
0.055775191,0.334207621,13
0.153783973,0.334489408,13
0.139771899,0.335772604,13
0.051025084,0.336156518,13
0.105699173,0,13
0.028824285,0.336246514,13
0.039195546,0.336894352,13
0.068739949,0.336967562,13
0.14835821,0.337242532,13
0.067003501,0.337257742,13
0.158038382,0.337472332,13
0.135629697,0.337605536,13
0.143812917,0.337761262,13
0.13281573,0.338897484,13
0.055015901,0.339230507,13
